Index,Year,Name,Manual_KW,Manual_Count,YAKE_KW,YAKE_Count,Intersection,Intersection_Count,Ratio_Manual,Ratio_YAKE,Status
296,2019,Boyarsky,"топонимы, омонимия, анализ текста, парсер, маркерные слова",5,,0,,0,0.0,0.0,Manual Only
297,2019,Boyarsky,,0,"слово, прописной буквы, слова, словаре, слов, некоторых случаях, случаях, целевое слово, топонимов, название",10,,0,0.0,0.0,YAKE Only
298,2019,Chekmeneva,"corpus linguistics, metaphor, conceptual metaphor, cognitive metaphor, corpus of
texts",5,,0,,0,0.0,0.0,Manual Only
299,2019,Chekmeneva,"корпусная лингвистика, корпус текстов, метафора,
концептуальная метафора, музыковедческий дискурс",5,,0,,0,0.0,0.0,Manual Only
300,2019,Chekmeneva,,0,"области цели, Метафора, области, метафоры, музыка, слова, является, области источника, цели, Метафора является",10,,0,0.0,0.0,YAKE Only
301,2019,Ivanova,"computer wargames, language, content analysis, verbs, rhetoric",5,,0,,0,0.0,0.0,Manual Only
302,2019,Ivanova,"военные видеоигры, язык, контент-анализ, глаголы, риторика",5,,0,,0,0.0,0.0,Manual Only
303,2019,Ivanova,,0,"игры, глаголы, США, мировой войны, Первой мировой, Видеоигры, видеоигр, военные игры, войны, играх",10,,0,0.0,0.0,YAKE Only
304,2019,Khokhlova,"verbal collocations, text corpus, statistics, dictionaries, association measures,
evaluation",6,,0,,0,0.0,0.0,Manual Only
305,2019,Khokhlova,"глагольные коллокации, корпус текстов, статистика, словари,
меры ассоциации, оценка",6,,0,,0,0.0,0.0,Manual Only
306,2019,Khokhlova,,0,"результаты, мер, словосочетаний, меры, совместной встречаемости, коллокации, Фишера, мер ассоциации, данных, например",10,,0,0.0,0.0,YAKE Only
307,2019,Komarova,"corpus linguistics, English phraseology, corpus COCA, search query, verification of
phraseologisms, frequency, canonical form, typical transformations, didactic materials",9,,0,,0,0.0,0.0,Manual Only
308,2019,Komarova,"корпусная лингвистика, английская фразеология, корпус СОСА,
поисковый запрос, верификация фразеологизмов, частотность, нормативный вид,
типичные трансформации, дидактические материалы",9,,0,,0,0.0,0.0,Manual Only
309,2019,Komarova,,0,"корпусе, фразеологизмов, корпусе СОСА, поиска, фразеологических единиц, единиц, идиоматических выражений, языка, СОСА, корпусной лингвистики",10,,0,0.0,0.0,YAKE Only
310,2019,Martynenko,"Russian short story, rank distributions, rank average, concentration index, syntactic
figures, right and left width, bush symmetry, mirror symmetry, gold symmetry, Behaghel's law",10,,0,,0,0.0,0.0,Manual Only
311,2019,Martynenko,"русский рассказ, ранговые распределения, ранговое среднее,
индекс концентрации, синтаксические фигуры, правая и левая ширина, симметрия
куста, зеркальная симметрия, золотая симметрия, закон Бехагеля",10,,0,,0,0.0,0.0,Manual Only
