именованных сущностей зафиксированных;0.4694
сущностей зафиксированных корпусе;0.4646
сущностей зафиксированных;0.463
кафедре математической лингвистики;0.4559
конференции корпусная лингвистика;0.441
алгоритм их разметки;0.4333
случаях когда авторский;0.4226
тематическим блокам конференций;0.4216
лингвистика 2002;0.4204
лингвистика 2002 по;0.4204
